state,ws,wd,ti,mol,weight
6180,6.81,78.1,0.168,1836.1,1.5303828824630976e-05
6181,21.29,57.9,0.077,-537.3,5.2897395689202106e-05
6182,16.23,39.0,0.139,-1811.5,9.710614806799184e-05
6183,23.18,340.3,0.141,819.8,0.0001430893794386
6184,11.66,118.6,0.063,1413.9,0.0001084184582936
6185,12.32,148.8,0.013,1776.7,5.559755387964011e-05
6186,13.81,328.4,0.129,299.8,2.504214413899302e-05
6187,22.46,9.7,0.169,-353.9,2.5978129894898885e-05
6188,13.68,289.2,0.058,1278.6,0.0001103341670295
6189,17.01,136.5,0.165,1289.0,1.9415218243126512e-05
6190,22.31,257.5,0.037,,0.0001224941812751
6191,8.43,344.8,0.116,1471.9,4.116655347111224e-05
6192,24.21,50.5,0.07,,0.0001124119347882
6193,23.01,39.6,0.016,1609.2,0.0001563227119128
6194,8.42,227.7,0.131,,0.0001020980447401
6195,9.43,10.6,0.07,-296.0,1.722708262364704e-05
6196,15.74,28.4,0.019,,5.9734155589652606e-05
6197,9.98,284.3,0.043,-719.5,3.085829595000175e-05
6198,22.2,276.2,0.143,358.8,8.95636071791626e-05
6199,13.27,326.9,0.128,-778.9,4.827112484045824e-05
6200,14.86,48.0,0.02,1482.5,0.000145938394407
6201,5.38,68.9,0.146,183.0,8.287092607500634e-05
6202,21.43,88.6,0.075,-474.3,0.0001285758849851
6203,16.41,84.1,0.017,,5.659207518202986e-05
6204,16.69,303.7,0.023,-1820.2,8.027107988711733e-06
6205,11.5,200.8,0.081,-543.0,5.887029653623456e-05
6206,21.08,130.5,0.047,-111.2,0.000160076134932
6207,14.11,198.9,0.139,1005.8,0.0001004321952463
6208,8.63,144.1,0.078,227.1,0.0001376831684793
6209,24.8,177.6,0.122,-1239.4,5.914343452303404e-05
6210,22.96,22.9,0.058,-1370.8,0.0001065974183175
6211,23.26,32.1,0.02,-1925.7,0.0001047865746234
6212,22.54,356.1,0.144,1777.5,0.0001218093287073
6213,12.72,296.3,0.101,880.9,3.5755188145274214e-05
6214,11.69,90.3,0.159,-351.8,0.0001602867039374
6215,11.74,71.0,0.054,1754.9,0.0001062254787885
6216,20.92,81.8,0.118,805.8,0.0001085652005527
6217,7.65,265.3,0.092,-1527.9,0.0001338191902142
6218,13.59,30.3,0.043,-1098.1,7.456966474121978e-05
6219,24.34,241.5,0.127,559.9,2.957379844222859e-06
6220,7.34,99.8,0.16,174.5,1.1661389394553605e-05
6221,22.35,238.6,0.108,,0.0001423192144946
6222,14.0,307.8,0.069,-610.5,0.0001337473630874
6223,13.46,140.1,0.124,-1998.4,4.358166109072214e-06
6224,9.94,354.4,0.101,-552.6,0.0001303743698027
6225,7.97,65.3,0.099,511.9,8.680104107354742e-05
6226,18.22,320.1,0.083,188.6,2.3816540846347512e-05
6227,15.62,86.8,0.146,959.7,0.0001559363858766
6228,8.84,225.8,0.143,-203.0,3.746569742239975e-05
6229,14.47,71.0,0.113,1908.9,2.328864411777032e-05
6230,6.9,43.6,0.154,1933.9,5.885633750136749e-05
6231,11.2,70.5,0.062,1446.0,6.61316666230219e-05
6232,13.98,141.2,0.13,,7.343382863870327e-05
6233,9.8,150.5,0.055,1756.0,0.0001046836248938
6234,20.93,140.9,0.071,,0.0001315921823521
6235,22.84,25.1,0.114,-873.6,8.013606467179597e-05
6236,15.14,153.6,0.03,,0.0001069456829457
6237,15.14,281.6,0.088,429.9,0.0001639908013089
6238,16.34,235.4,0.068,1478.5,8.616918902344236e-06
6239,22.31,297.2,0.176,255.3,8.095291778345795e-05
6240,22.81,40.4,0.154,,7.968077550378179e-05
6241,21.29,125.0,0.171,1532.1,0.0001281265144637
6242,15.84,60.2,0.165,-435.8,0.0001357658411288
6243,8.63,158.2,0.102,,2.6334709680435527e-05
6244,21.82,340.1,0.065,,0.0001402195273497
6245,12.0,241.5,0.064,,4.860547232408755e-05
6246,15.97,92.1,0.154,1341.7,9.864763783244544e-05
6247,18.61,167.4,0.158,,0.0001025356699738
6248,13.94,339.6,0.011,667.6,8.259336615281942e-05
6249,9.39,285.9,0.126,-1018.0,0.0001134239942649
6250,9.45,276.5,0.076,-324.8,0.0001612769172705
6251,23.53,180.1,0.042,698.6,8.013668239644428e-05
6252,23.01,333.0,0.114,-378.7,0.0001073037179383
6253,21.02,28.1,0.156,1534.1,0.0001154672715146
6254,21.83,52.9,0.022,-715.4,1.003233279544835e-05
6255,6.9,209.2,0.072,,9.317246903679245e-05
6256,11.64,85.5,0.022,-1707.9,7.66266089228774e-05
6257,20.5,13.5,0.019,1990.6,0.0001376592484857
6258,23.98,75.7,0.142,,0.0001371197529071
6259,10.3,262.7,0.039,-868.2,0.0001330999182119
6260,10.45,112.2,0.171,-300.4,0.0001241733333865
6261,22.83,270.4,0.01,695.2,2.4413529657906416e-05
6262,15.47,298.4,0.156,442.0,8.334084057608318e-05
6263,5.54,126.2,0.135,-1803.6,3.52830227015742e-05
6264,18.22,282.0,0.041,-1453.1,7.581978722889718e-05
6265,16.15,194.7,0.047,,7.67879991963251e-05
6266,22.41,193.7,0.177,,4.866287675584655e-05
6267,20.41,191.2,0.129,-961.4,3.310676605364836e-05
6268,13.2,17.3,0.019,1615.3,5.066208645524322e-05
6269,19.39,333.7,0.171,1690.0,0.0001637117569038
6270,8.44,114.5,0.123,-855.8,0.0001526337554565
6271,7.01,109.3,0.157,1449.1,0.0001160702124515
6272,24.87,48.0,0.044,,0.0001168509035783
6273,7.74,294.1,0.052,1593.7,4.520545734089606e-05
6274,23.8,44.2,0.102,,4.85662395403759e-05
6275,9.52,39.5,0.098,,0.0001200695038678
6276,23.05,109.1,0.179,797.6,8.042675498826803e-06
6277,5.01,74.1,0.032,,3.273965331217114e-06
6278,24.2,102.1,0.171,,9.186082209266826e-05
6279,23.67,177.7,0.085,1064.0,0.0001105472380969
6280,16.87,283.3,0.127,-661.2,0.0001549064556304
6281,21.59,91.9,0.037,-414.1,5.0197172753644296e-05
6282,6.79,157.8,0.078,-1363.6,4.985090466870888e-05
6283,16.78,43.2,0.076,1913.9,5.694291056138699e-05
6284,19.88,270.4,0.086,-300.1,1.8127919515921536e-05
6285,22.9,352.7,0.174,-996.1,0.0001067308281346
6286,20.37,143.6,0.039,1637.5,2.3428945677981737e-05
6287,20.53,328.9,0.052,,4.425108052830059e-05
6288,18.72,70.8,0.038,,0.0001330204470507
6289,21.0,126.5,0.164,-403.4,0.0001244780497144
6290,11.37,291.6,0.095,-172.9,4.991436055462524e-05
6291,15.39,330.2,0.156,,0.0001076940575269
6292,16.66,2.8,0.168,134.1,0.0001031783265921
6293,16.9,42.3,0.133,1651.5,0.0001484598862235
6294,21.6,106.7,0.03,,7.02923934795518e-05
6295,24.93,305.7,0.108,,0.0001496273284221
6296,23.73,13.3,0.047,1463.4,6.608045374349759e-05
6297,15.6,193.5,0.178,270.0,8.313117463343087e-05
6298,23.92,30.2,0.026,,5.717484483355287e-05
6299,15.1,36.6,0.14,-907.5,7.07805097124605e-05
6300,23.83,156.2,0.115,-237.6,8.246475494530882e-05
6301,14.87,160.9,0.177,814.2,0.0001501769411645
6302,23.97,136.9,0.175,,8.762747236378764e-05
6303,21.57,298.8,0.056,-1285.6,7.116496165258414e-05
6304,11.7,9.9,0.147,-1236.2,0.0001043215710107
6305,5.84,32.7,0.049,246.1,0.0001081830660059
6306,17.1,307.5,0.1,1097.5,0.000161948718498
6307,18.4,113.6,0.078,1782.9,9.353802018147492e-05
6308,20.56,209.7,0.171,793.1,8.266379466731702e-06
6309,5.63,355.3,0.166,1848.6,0.0001012125249863
6310,23.21,342.1,0.145,,0.0001364471230326
6311,17.66,328.6,0.149,1190.1,3.741762812427484e-05
6312,13.06,358.5,0.063,,0.0001343196186895
6313,14.94,118.3,0.019,,6.047169116797573e-05
6314,12.98,113.8,0.108,,7.399770921220789e-05
6315,14.7,276.9,0.164,791.4,0.0001325856173707
6316,17.4,163.9,0.084,-1657.3,0.0001506744592315
6317,11.08,183.4,0.035,,0.0001030511891999
6318,11.13,187.4,0.16,-1306.3,3.6662242414984654e-05
6319,6.84,357.6,0.16,-1836.9,0.0001141670081902
6320,15.91,306.1,0.066,-388.9,5.848637160245657e-06
6321,9.58,106.7,0.073,,0.000108107455432
6322,7.75,168.5,0.109,842.3,7.772336175374801e-05
6323,20.8,240.4,0.026,518.9,3.954648290354551e-06
6324,20.89,333.6,0.011,-517.4,0.0001375803900511
6325,10.67,38.9,0.139,1873.9,1.0360428830444312e-05
6326,21.69,222.3,0.119,,1.527444287823454e-05
6327,13.66,339.9,0.073,529.6,7.652464861521983e-05
6328,22.54,11.9,0.119,-181.4,0.0001061241282621
6329,8.13,306.1,0.082,1524.6,7.414027742300261e-05
6330,17.34,133.9,0.143,,7.946023581030127e-05
6331,6.4,146.0,0.091,-1354.7,4.189670631663916e-05
6332,16.06,253.1,0.097,-1331.6,6.516496656952562e-05
6333,6.7,31.9,0.041,-1788.7,0.0001135942105279
6334,20.79,257.7,0.079,,0.00012747325484
6335,15.47,185.8,0.041,-930.9,0.0001458539379868
6336,24.54,323.2,0.08,982.7,0.0001282075856547
6337,9.32,300.1,0.134,328.2,7.392501327366123e-05
6338,20.46,202.7,0.042,361.6,9.94817527374586e-05
6339,6.89,133.3,0.102,,5.934841690753935e-05
6340,11.89,201.1,0.156,-1214.7,4.781297569180986e-05
6341,15.95,111.4,0.019,,5.3143813043696105e-05
6342,7.72,210.0,0.033,-997.1,1.5490580173015315e-05
6343,12.19,111.9,0.077,1422.6,0.0001613935749873
6344,16.9,20.6,0.075,,8.412904713994507e-05
6345,21.52,51.7,0.059,776.5,9.792446347280842e-05
6346,11.69,325.9,0.027,1726.9,2.562539551048765e-05
6347,7.88,178.2,0.176,-343.2,5.888301315726793e-05
6348,9.06,340.1,0.06,-183.9,5.090646323212116e-06
6349,18.39,97.7,0.174,-261.4,0.0001412632313741
6350,18.88,213.9,0.17,1993.0,3.598652719204282e-05
6351,21.89,9.0,0.017,,9.61876640764999e-05
6352,14.08,123.9,0.097,247.8,5.364303074796572e-05
6353,24.56,279.7,0.059,-1233.7,2.6030528786992305e-05
6354,9.72,259.7,0.123,1822.5,8.683869244576041e-05
6355,10.36,266.8,0.051,1253.8,0.0001036776748867
6356,9.4,179.1,0.036,1123.7,0.0001078992887811
6357,12.33,293.3,0.122,-254.0,1.7733609781525817e-06
6358,23.2,289.3,0.175,127.7,4.969765618000847e-08
6359,19.97,80.4,0.127,-1265.1,0.0001343984674024
6360,15.31,342.1,0.134,1839.6,0.0001569531217818
6361,17.13,310.4,0.071,-999.8,0.000131389488113
6362,11.82,163.0,0.053,703.8,7.261332378829245e-05
6363,24.64,37.7,0.067,1580.0,0.0001049777821364
6364,6.76,282.7,0.105,,4.487965407339602e-05
6365,11.98,74.9,0.134,-1935.0,0.00014435970952
6366,13.69,222.8,0.09,-1435.5,5.853911171071896e-05
6367,11.59,246.2,0.105,,4.597958318389373e-05
6368,24.9,178.7,0.177,410.2,0.0001010444954917
6369,12.18,312.7,0.026,-795.5,1.0245333650263048e-05
6370,24.24,77.1,0.098,,0.0001435017660463
6371,7.13,56.6,0.051,,0.0001123069957185
6372,19.73,276.8,0.162,1700.2,2.2793496749937542e-06
6373,7.98,119.2,0.035,884.6,2.361138406385372e-05
6374,8.65,325.5,0.014,-237.5,0.0001482084991017
6375,24.33,2.3,0.165,-697.5,0.0001647657401264
6376,18.73,77.3,0.08,305.5,6.819408783694696e-05
6377,17.12,67.6,0.056,1396.8,5.475652958495863e-05
6378,9.53,191.4,0.06,-1972.3,0.0001251588067872
6379,9.65,351.0,0.022,715.8,6.627660690332595e-05
6380,24.78,66.2,0.103,1288.4,8.702086364807961e-05
6381,23.16,147.2,0.152,-718.1,4.79198919829812e-05
6382,14.06,159.0,0.062,,0.0001057685362612
6383,22.21,150.3,0.025,1497.6,0.0001466624686271
6384,24.94,315.4,0.131,-1492.5,0.000138764862263
6385,7.04,38.8,0.15,-1066.5,7.757208301005689e-05
6386,9.72,172.2,0.085,836.5,9.315875611840436e-05
6387,20.54,321.8,0.082,,2.893887859695116e-05
6388,9.43,209.9,0.108,-714.4,7.453737114124577e-05
6389,5.55,195.7,0.07,1972.6,0.0001426140807278
6390,11.38,30.9,0.135,1648.7,3.110514668504271e-06
6391,14.48,89.0,0.104,102.2,5.111166153006401e-05
6392,16.85,6.9,0.118,,0.0001119579152273
6393,10.84,277.6,0.179,-1496.2,2.941837018062789e-05
6394,19.94,18.1,0.166,1474.2,9.16392110939714e-05
6395,7.83,127.2,0.113,976.2,5.5414163716082215e-06
6396,19.71,194.5,0.147,,2.121207102179242e-05
6397,21.33,327.4,0.061,-1129.8,0.000158674273462
6398,15.11,111.5,0.061,,2.387443147010233e-05
6399,11.37,14.7,0.16,1986.2,9.886232902163644e-05
6400,18.06,119.7,0.099,679.5,0.0001295393741981
6401,9.97,305.0,0.052,-1650.9,2.3552689823046206e-05
6402,14.17,284.9,0.016,,0.0001443407966986
6403,18.13,51.6,0.108,140.1,0.0001587682602893
6404,23.37,184.8,0.162,,7.2969224596019455e-06
6405,5.35,132.8,0.13,-1683.8,0.0001012283142053
6406,20.92,149.9,0.136,-1393.0,9.15564094468102e-05
6407,7.08,118.8,0.157,-769.8,7.37154529590345e-05
6408,22.83,268.1,0.039,673.9,0.0001174844684364
6409,13.21,332.7,0.084,1959.5,6.023072222870201e-05
6410,7.85,217.2,0.026,,9.423021580147944e-05
6411,7.39,218.2,0.067,,1.942191234847648e-05
6412,15.39,167.9,0.07,-511.2,0.0001642693820074
6413,9.98,100.5,0.148,-1144.3,0.0001652259527882
6414,21.15,144.0,0.176,-1151.4,7.662035119878748e-05
6415,5.4,243.8,0.015,737.9,0.0001125528013281
6416,17.04,12.9,0.074,-1244.6,9.052198885327766e-05
6417,9.12,287.5,0.177,1972.6,0.0001216831762067
6418,14.9,52.8,0.015,1053.0,9.7257671859018e-05
6419,14.71,202.4,0.039,,0.0001424310958493
6420,6.38,251.1,0.115,-420.7,0.0001118749562714
6421,13.06,273.8,0.128,,0.0001338213970754
6422,12.93,110.0,0.102,-139.2,6.69581109103947e-05
6423,14.98,133.9,0.13,,8.540054176350725e-05
6424,17.84,350.8,0.119,,2.8344807931878865e-05
6425,7.26,71.1,0.027,-472.7,3.393976729859884e-05
6426,18.36,139.1,0.161,-270.9,7.579425037332419e-05
6427,23.24,162.4,0.118,-972.0,8.979673085359691e-05
6428,21.39,300.0,0.108,1587.5,0.0001567851150569
6429,6.01,180.9,0.043,167.1,9.569352463205042e-05
6430,18.01,6.5,0.083,-781.2,0.0001483795753931
6431,18.18,335.1,0.17,,6.86406145301653e-05
6432,5.36,251.3,0.085,1376.9,1.0320457244122696e-05
6433,5.7,233.0,0.098,,8.131097176351654e-05
6434,11.64,66.2,0.099,-549.3,0.000108642465587
6435,13.77,193.9,0.131,378.2,7.899660229149036e-05
6436,8.9,75.7,0.074,-1359.1,0.0001457762429933
6437,24.35,41.7,0.105,-1296.3,0.0001254725294062
6438,20.66,8.6,0.179,1388.6,8.031294832452203e-05
6439,7.51,46.8,0.171,-116.9,9.59971319499546e-06
6440,22.83,261.1,0.098,367.4,6.39350972706415e-05
6441,23.71,317.8,0.014,,9.647421364889184e-05
6442,16.42,64.2,0.04,,5.118151417053424e-05
6443,9.29,197.7,0.142,,1.890764601776809e-05
6444,10.01,161.1,0.108,689.7,0.0001632677395475
6445,21.46,253.7,0.134,899.2,8.937507872702271e-05
6446,7.85,75.8,0.07,-1066.0,8.364182184432592e-05
6447,14.5,133.4,0.152,-1282.0,9.995256119042212e-05
6448,20.67,240.6,0.02,999.5,5.553289288402997e-05
6449,15.66,82.0,0.118,-1601.1,3.597321139938884e-05
6450,9.9,22.2,0.08,-1894.1,4.530702124509217e-05
6451,6.43,313.3,0.026,813.0,0.0001558452704438
6452,7.11,187.7,0.055,,0.000144508784526
6453,24.64,313.7,0.022,1882.7,6.693375456238032e-05
6454,20.8,100.0,0.074,1327.2,2.055717559079437e-05
6455,11.44,338.9,0.13,-361.7,0.0001278928086454
6456,15.42,132.5,0.176,1176.5,3.424043638215758e-05
6457,13.12,17.8,0.173,-1312.3,3.8194635769513126e-05
6458,22.4,142.5,0.026,1207.1,5.90689572935169e-05
6459,10.73,106.0,0.139,517.6,0.0001628790497347
6460,10.6,329.5,0.084,,1.555685788205157e-05
6461,15.62,90.0,0.107,1531.9,0.0001215699996819
6462,20.97,11.8,0.038,-1599.8,0.0001303145175329
6463,5.69,253.1,0.1,473.9,0.0001115722874553
6464,23.47,177.7,0.164,-1331.8,5.3386860718866894e-05
6465,23.05,247.8,0.099,500.8,0.0001545618000556
6466,16.14,43.5,0.02,-1182.8,2.971445923790209e-05
6467,7.56,127.8,0.055,1394.3,0.0001246945679252
6468,22.44,292.5,0.106,1430.0,0.0001419952582237
6469,5.94,297.2,0.036,-290.2,0.0001069749665718
6470,23.86,241.9,0.095,352.9,3.835390608950947e-05
6471,12.61,339.8,0.15,-1312.8,3.1885710729600536e-05
6472,13.39,251.1,0.049,-1211.3,6.232906260331758e-05
6473,24.12,310.2,0.14,-1622.3,1.3733439947439028e-05
6474,19.36,154.4,0.113,-1285.9,6.71165109156412e-05
6475,24.66,14.1,0.027,-1972.1,0.000127583549432
6476,15.86,223.0,0.124,-991.6,5.5261503820954254e-05
6477,7.68,154.7,0.043,1392.1,0.0001372127794531
6478,22.67,76.0,0.178,1922.5,5.3837786086896334e-05
6479,15.91,193.7,0.066,1749.3,5.383445008221441e-05
6480,9.64,218.1,0.155,,9.085371872302458e-05
6481,23.2,31.7,0.103,-291.8,2.291454257659716e-05
6482,19.07,190.4,0.016,445.1,0.0001509906127263
6483,11.59,96.7,0.147,-1579.4,6.85270384375772e-05
6484,7.62,195.9,0.128,182.1,0.0001032898116619
6485,13.45,246.7,0.074,-1370.2,2.993167592747124e-05
6486,20.99,78.2,0.117,189.0,0.0001421270901854
6487,12.02,29.9,0.174,,0.0001609508524644
6488,19.86,356.4,0.145,216.5,0.0001022992905049
6489,8.41,150.2,0.058,-1632.0,2.2931454659926005e-05
6490,17.18,276.3,0.054,-824.0,8.142752615681434e-05
6491,18.06,8.9,0.059,388.0,0.000143437447985
6492,19.35,259.6,0.092,-532.1,9.563536093464329e-05
6493,9.81,352.4,0.034,,8.223709708326424e-05
6494,8.59,60.3,0.129,-887.1,6.017457010497839e-05
6495,8.48,340.7,0.115,,0.0001167532023621
6496,7.57,158.6,0.157,-1865.0,2.6052434952521263e-05
6497,21.61,206.8,0.02,-1493.2,0.0001314715169427
6498,14.24,43.2,0.016,,0.0001052133333115
6499,13.57,306.9,0.169,-458.2,4.881541946445068e-05
6500,23.1,226.6,0.16,,5.58452311198236e-06
6501,7.32,302.6,0.151,610.1,0.0001446011460236
6502,18.3,114.3,0.091,-321.9,0.0001079864075296
6503,24.94,69.0,0.167,686.0,0.000159364723155
6504,23.96,151.5,0.126,-824.5,6.883568998770695e-06
6505,5.58,184.9,0.167,-1786.7,0.0001530789838883
6506,22.3,242.8,0.154,700.1,0.0001069899605121
6507,9.57,317.7,0.045,581.8,0.0001362591217524
6508,20.68,181.0,0.149,640.8,5.621758039748665e-05
6509,14.46,161.7,0.032,1565.1,0.0001241889297386
6510,10.01,325.4,0.115,609.8,6.69235910356314e-05
6511,13.93,2.1,0.078,1509.0,0.0001351078613121
6512,22.01,270.3,0.094,,0.0001418728250804
6513,14.54,290.3,0.055,610.3,0.0001510503086451
6514,7.35,357.9,0.067,,0.0001214145418269
6515,8.54,235.5,0.152,,0.0001461480386595
6516,24.46,305.5,0.178,991.4,0.0001227712966569
6517,23.13,307.2,0.053,-140.4,9.992431338366368e-05
6518,6.04,104.5,0.05,,0.0001273521477319
6519,18.99,340.5,0.043,1049.3,0.0001131182446008
6520,20.43,191.9,0.061,,0.0001186710445141
6521,14.9,135.9,0.073,,0.0001117662895832
6522,5.35,94.4,0.134,-1981.4,4.003793194714424e-05
6523,22.97,308.8,0.094,,3.013945978773708e-05
6524,17.43,111.2,0.173,-1122.1,1.0959362475894263e-05
6525,12.17,106.0,0.175,445.0,3.254397291579632e-05
6526,9.23,7.1,0.011,-1606.7,7.086456028822881e-05
6527,6.52,318.3,0.024,1323.8,6.044408626324669e-05
6528,9.6,41.3,0.045,-1238.1,5.77059770913757e-05
6529,5.59,129.4,0.054,415.1,5.668080466935378e-05
6530,15.13,68.7,0.038,-1283.0,2.8949736383854373e-05
6531,6.4,13.4,0.178,-461.0,9.567651949857808e-05
6532,14.98,324.3,0.101,-1939.0,6.373841821940515e-06
6533,24.13,52.2,0.173,1952.3,0.0001554635988365
6534,20.6,329.0,0.101,781.4,2.160633252230222e-05
6535,6.76,326.0,0.068,1462.8,0.0001436206619561
6536,9.88,243.1,0.117,-561.8,0.0001188209504931
6537,22.78,252.9,0.059,547.8,0.0001000406071144
6538,20.54,107.3,0.117,177.2,4.718643677578583e-05
6539,7.99,305.9,0.011,-1937.6,7.857730462732635e-05
6540,5.92,120.5,0.133,1529.1,0.0001045205670556
6541,20.27,331.6,0.016,-1633.0,1.7413589800618898e-05
6542,21.86,147.2,0.048,,0.0001640540492198
6543,23.36,71.9,0.04,-1002.6,0.0001604000244762
6544,23.28,305.0,0.179,1834.5,4.130151673339899e-06
6545,12.47,85.5,0.049,-1409.4,0.0001292203335298
6546,15.72,105.7,0.14,,0.0001314699598318
6547,7.06,342.2,0.026,-664.8,2.3949955878671816e-05
6548,20.77,298.2,0.094,-1215.0,1.759962257979837e-05
6549,12.59,335.1,0.086,-1769.0,7.990156394659849e-05
6550,15.19,295.7,0.024,-1121.4,0.0001278907208231
6551,8.6,175.3,0.085,-216.5,0.0001547214322155
6552,24.72,228.4,0.068,-1000.7,6.687598671819573e-05
6553,21.93,357.9,0.094,-576.8,0.0001140438795115
6554,14.7,324.9,0.063,-1761.3,0.0001653869268299
6555,17.55,55.9,0.153,970.7,0.0001398209167391
6556,22.56,119.4,0.039,-275.9,1.36932094600038e-05
6557,18.24,328.0,0.019,-254.8,3.2701147456315534e-05
6558,23.18,243.7,0.041,-1273.8,1.2869116461135785e-06
6559,20.08,35.8,0.032,478.3,0.0001411611589011
6560,17.78,105.6,0.058,-1693.0,2.3385395452991063e-05
6561,16.9,295.5,0.131,979.8,0.0001404151854937
6562,23.62,131.9,0.11,1234.0,0.0001033901299771
6563,13.64,173.8,0.073,-1685.7,0.000153592292364
6564,15.87,207.5,0.073,1946.6,5.477410812767603e-06
6565,11.21,257.7,0.06,-1676.1,0.000148066104406
6566,20.57,7.7,0.023,,0.0001213795039206
6567,12.13,315.5,0.128,1704.6,4.620622088586031e-05
6568,22.03,350.1,0.124,897.7,0.0001311135832561
6569,5.47,66.7,0.113,1914.1,8.319946277700185e-05
6570,16.78,94.3,0.159,,0.0001345410779538
6571,20.56,235.4,0.145,,0.0001309308112693
6572,6.67,133.9,0.171,,0.0001424691636267
6573,10.86,240.3,0.094,522.5,0.0001054175745288
6574,13.82,86.0,0.096,-1722.9,0.0001271482542422
6575,15.01,294.7,0.017,-794.2,0.0001430181500876
6576,10.33,293.8,0.161,913.6,0.0001104431789026
6577,7.77,355.2,0.03,-765.6,1.3861220232010253e-05
6578,6.78,61.7,0.052,-425.7,0.0001203639348133
6579,17.08,153.3,0.167,1874.1,2.9191814137800567e-05
6580,22.05,34.2,0.051,-1390.5,0.0001072695439872
6581,21.34,334.3,0.169,-498.7,8.131509201615934e-05
6582,8.92,0.1,0.161,-1667.5,0.0001550571034451
6583,18.17,130.1,0.142,,4.897723737830492e-05
6584,9.75,189.5,0.158,,0.0001551625900782
6585,15.37,22.2,0.103,-1769.1,9.457209127993882e-05
6586,23.46,7.4,0.022,-1687.1,3.459996657641364e-05
6587,20.24,144.0,0.167,983.1,9.960312619505828e-05
6588,19.09,238.1,0.18,-898.8,2.123651052592836e-06
6589,9.79,251.8,0.166,,0.0001507354434506
6590,14.8,261.5,0.08,1291.2,0.0001367197463924
6591,18.97,67.1,0.174,,0.0001663489112279
6592,16.75,226.6,0.148,1950.2,0.0001187547512194
6593,20.53,287.7,0.051,-282.0,0.0001209513954049
6594,12.55,299.5,0.076,-878.5,4.327032617236537e-05
6595,17.33,25.5,0.094,1927.2,8.637374388470188e-05
6596,6.2,344.0,0.078,-1605.9,9.819059846775029e-05
6597,23.06,17.9,0.142,,8.966754696407258e-05
6598,10.28,157.6,0.11,-798.6,6.959740694372465e-05
6599,7.16,73.8,0.056,,0.0001129160088365
6600,19.96,73.1,0.169,-1301.6,0.0001316876646536
6601,17.04,174.3,0.152,881.1,0.0001672440055956
6602,20.81,284.6,0.093,,0.0001171845590407
6603,9.85,166.4,0.166,-587.2,0.0001083376711497
6604,15.94,51.5,0.029,,0.0001351022173871
6605,12.12,133.7,0.059,-1079.3,0.000121058743429
6606,16.85,33.2,0.079,277.8,7.639468479508122e-05
6607,7.07,330.4,0.033,1626.7,6.927582284985458e-05
6608,6.08,182.6,0.12,,1.069158323558613e-06
6609,17.16,58.4,0.038,,0.0001276475772564
6610,13.5,38.4,0.134,,0.0001308408229489
6611,13.69,139.3,0.146,1757.7,8.109036343887334e-05
6612,8.14,67.4,0.069,1681.2,8.12330901810914e-05
6613,7.79,180.1,0.106,,4.750452923133662e-05
6614,19.86,304.5,0.046,649.9,9.56670221491997e-05
6615,23.38,128.4,0.063,,0.000127228417306
6616,12.43,225.8,0.029,-933.6,0.0001312149901975
6617,22.67,271.5,0.042,,4.393189629797859e-05
6618,15.22,76.2,0.052,,0.0001261780952029
6619,11.57,305.2,0.179,1947.8,8.581847173037023e-05
6620,9.19,281.0,0.143,-194.6,9.937566943798676e-05
6621,24.97,252.0,0.136,1829.6,0.0001078919527369
6622,18.74,179.9,0.144,,6.440245414349458e-05
6623,21.08,126.0,0.011,,0.0001367788216061
6624,11.01,285.2,0.132,,3.65815040957554e-05
6625,8.71,61.2,0.119,365.0,5.9048223483149e-05
6626,6.18,231.4,0.167,287.5,5.784008989177475e-05
6627,16.36,108.9,0.168,,0.0001386089192405
6628,8.75,25.7,0.094,227.7,0.0001135358857064
6629,14.79,3.9,0.047,-488.9,9.397746501517267e-05
6630,23.21,129.2,0.108,1070.8,4.923490564913394e-05
6631,14.33,257.5,0.142,1969.7,3.835695294100952e-05
